date,id,ticker,open,high,low,close,adj_close,volume,Returns
2015-01-05,5288,AMZN,15.350500106811523,15.418999671936035,15.042499542236328,15.10949993133545,15.10949993133545,55484000,-0.020517290123177045
2015-01-06,5289,AMZN,15.112000465393066,15.149999618530273,14.619000434875488,14.76449966430664,14.76449966430664,70380000,-0.022833334564125174
2015-01-07,5290,AMZN,14.875,15.064000129699707,14.766500473022461,14.920999526977539,14.920999526977539,52806000,0.010599740338593344
2015-01-08,5291,AMZN,15.015999794006348,15.156999588012695,14.805500030517578,15.02299976348877,15.02299976348877,61768000,0.0068360190164749035
2015-01-09,5292,AMZN,15.074000358581543,15.143500328063965,14.833999633789062,14.846500396728516,14.846500396728516,51848000,-0.011748610100441481
2015-01-12,5293,AMZN,14.878000259399414,14.92549991607666,14.46399974822998,14.570500373840332,14.570500373840332,68428000,-0.018590241168821242
2015-01-13,5294,AMZN,14.87399959564209,15.074999809265137,14.661499977111816,14.737000465393066,14.737000465393066,82728000,0.0114272047823194
2015-01-14,5295,AMZN,14.596500396728516,14.795499801635742,14.324999809265137,14.66349983215332,14.66349983215332,110774000,-0.00498748937494764
2015-01-15,5296,AMZN,14.699999809265137,14.800000190734863,14.340999603271484,14.34749984741211,14.34749984741211,88384000,-0.02155010661563239
2015-01-16,5297,AMZN,14.314000129699707,14.53950023651123,14.262499809265137,14.536999702453613,14.536999702453613,69564000,0.01320786597364454
2015-01-20,5298,AMZN,14.629500389099121,14.668000221252441,14.319499969482422,14.472000122070312,14.472000122070312,61502000,-0.004471320197683593
2015-01-21,5299,AMZN,14.482000350952148,15.300000190734863,14.36299991607666,14.862500190734863,14.862500190734863,201302000,0.0269831443733215
2015-01-22,5300,AMZN,15.0,15.612500190734863,15.0,15.515999794006348,15.515999794006348,107252000,0.043969695198313286
2015-01-23,5301,AMZN,15.404000282287598,15.846500396728516,15.38599967956543,15.619500160217285,15.619500160217285,89928000,0.006670557333399607
2015-01-26,5302,AMZN,15.590999603271484,15.649999618530273,15.37600040435791,15.482999801635742,15.482999801635742,63394000,-0.008739099022464725
2015-01-27,5303,AMZN,15.3149995803833,15.51200008392334,15.131500244140625,15.337499618530273,15.337499618530273,58406000,-0.009397415550576715
2015-01-28,5304,AMZN,15.490500450134277,15.575499534606934,15.1899995803833,15.195500373840332,15.195500373840332,61276000,-0.009258304692531638
2015-01-29,5305,AMZN,15.236499786376953,15.640000343322754,14.966500282287598,15.58899974822998,15.58899974822998,173132000,0.02589578261385017
2015-01-30,5306,AMZN,17.31599998474121,17.975000381469727,17.03700065612793,17.726499557495117,17.726499557495117,477122000,0.13711590504758542
2015-02-02,5307,AMZN,17.502500534057617,18.25,17.500499725341797,18.223499298095703,18.223499298095703,204638000,0.02803710563321249
2015-02-03,5308,AMZN,18.01449966430664,18.391000747680664,18.010499954223633,18.177499771118164,18.177499771118164,124252000,-0.0025241873816378435
2015-02-04,5309,AMZN,17.91900062561035,18.375,17.911500930786133,18.237499237060547,18.237499237060547,83398000,0.0033007545975995978
2015-02-05,5310,AMZN,18.299999237060547,18.940000534057617,18.295000076293945,18.694499969482422,18.694499969482422,144952000,0.02505830029005307
2015-02-06,5311,AMZN,18.743499755859375,18.79949951171875,18.550500869750977,18.714000701904297,18.714000701904297,77848000,0.0010431267192869687
2015-02-09,5312,AMZN,18.549999237060547,18.720500946044922,18.360000610351562,18.527999877929688,18.527999877929688,54492000,-0.009939126696499656
2015-02-10,5313,AMZN,18.559499740600586,18.71500015258789,18.425500869750977,18.649999618530273,18.649999618530273,45744000,0.00658461471310301
2015-02-11,5314,AMZN,18.561500549316406,18.854999542236328,18.55500030517578,18.756999969482422,18.756999969482422,55730000,0.005737284350710414
2015-02-12,5315,AMZN,18.7549991607666,18.925500869750977,18.657499313354492,18.85849952697754,18.85849952697754,55822000,0.005411289527123664
2015-02-13,5316,AMZN,18.920499801635742,19.149999618530273,18.850500106811523,19.09149932861328,19.09149932861328,69502000,0.012355161199459674
2015-02-17,5317,AMZN,18.88599967956543,18.999500274658203,18.633499145507812,18.771499633789062,18.771499633789062,73464000,-0.01676137056164162
2015-02-18,5318,AMZN,18.68899917602539,18.836999893188477,18.642499923706055,18.668500900268555,18.668500900268555,53012000,-0.005486974164552572
2015-02-19,5319,AMZN,18.67449951171875,19.0939998626709,18.671499252319336,18.950000762939453,18.950000762939453,59076000,0.015078868098447495
2015-02-20,5320,AMZN,18.930999755859375,19.184999465942383,18.79199981689453,19.183000564575195,19.183000564575195,65160000,0.012295503549077491
2015-02-23,5321,AMZN,19.172000885009766,19.226999282836914,18.899999618530273,19.006999969482422,19.006999969482422,43540000,-0.009174820930662464
2015-02-24,5322,AMZN,18.9325008392334,19.02400016784668,18.808000564575195,18.929500579833984,18.929500579833984,38416000,-0.004077413046397083
2015-02-25,5323,AMZN,18.863500595092773,19.392499923706055,18.82699966430664,19.26849937438965,19.26849937438965,63490000,0.01790849120006932
2015-02-26,5324,AMZN,19.203500747680664,19.4685001373291,19.163999557495117,19.239999771118164,19.239999771118164,53742000,-0.0014790774682414964
