date,id,ticker,open,high,low,close,adj_close,volume,Returns
2015-01-05,2,AAPL,27.072500228881836,27.162500381469727,26.352500915527344,26.5625,23.687307357788086,257142000,-0.028171282335643477
2015-01-06,3,AAPL,26.635000228881836,26.857500076293945,26.157499313354492,26.565000534057617,23.689533233642578,263188400,9.396913802284246e-05
2015-01-07,4,AAPL,26.799999237060547,27.049999237060547,26.674999237060547,26.9375,24.02171516418457,160423600,0.01402230796469417
2015-01-08,5,AAPL,27.3075008392334,28.037500381469727,27.174999237060547,27.97249984741211,24.944686889648438,237458000,0.03842239070588849
2015-01-09,6,AAPL,28.167499542236328,28.3125,27.552499771118164,28.002500534057617,24.971435546875,214798000,0.001072318820632745
2015-01-12,7,AAPL,28.149999618530273,28.157499313354492,27.200000762939453,27.3125,24.356124877929688,198603200,-0.02464058054613183
2015-01-13,8,AAPL,27.857500076293945,28.200000762939453,27.227500915527344,27.55500030517578,24.572372436523438,268367600,0.008878569956327631
2015-01-14,9,AAPL,27.260000228881836,27.622499465942383,27.125,27.450000762939453,24.47873878479004,195826400,-0.003810525498719297
2015-01-15,10,AAPL,27.5,27.514999389648438,26.665000915527344,26.704999923706055,23.814382553100586,240056000,-0.02714013322051756
2015-01-16,11,AAPL,26.75749969482422,26.895000457763672,26.299999237060547,26.497499465942383,23.62933921813965,314053200,-0.007770234418143507
2015-01-20,12,AAPL,26.959999084472656,27.24250030517578,26.625,27.18000030517578,24.23796272277832,199599600,0.02575711064198738
2015-01-21,13,AAPL,27.237499237060547,27.764999389648438,27.0674991607666,27.387500762939453,24.42300796508789,194303600,0.007634521284896056
2015-01-22,14,AAPL,27.565000534057617,28.11750030517578,27.43000030517578,28.100000381469727,25.058382034301758,215185600,0.026015389673627487
2015-01-23,15,AAPL,28.075000762939453,28.4375,27.88249969482422,28.2450008392334,25.18769645690918,185859200,0.005160525624934964
2015-01-26,16,AAPL,28.434999465942383,28.59000015258789,28.200000762939453,28.274999618530273,25.21443748474121,222460000,0.0010616702435564118
2015-01-27,17,AAPL,28.104999542236328,28.1200008392334,27.25749969482422,27.28499984741211,24.331600189208984,382274800,-0.0350131664077965
2015-01-28,18,AAPL,29.407499313354492,29.530000686645508,28.827499389648438,28.827499389648438,25.707136154174805,585908400,0.05653290183421089
2015-01-29,19,AAPL,29.079999923706055,29.797500610351562,28.889999389648438,29.725000381469727,26.507488250732422,337745600,0.03113346005395634
