date,id,ticker,open,high,low,close,adj_close,volume,Returns,Normed Return,Log Return
2018-01-02,9564,DXCM,14.404999732971191,14.882499694824219,14.385000228881836,14.4975004196167,14.4975004196167,4840400,0.0,1.0,0.0
2018-01-03,9565,DXCM,14.492500305175781,14.550000190734863,14.322500228881836,14.520000457763672,14.520000457763672,5639600,0.0015519943090691601,1.0015519943090692,0.0015507912105419863
2018-01-04,9566,DXCM,13.494999885559082,13.555000305175781,12.760000228881836,13.0625,13.0625,23808000,-0.1003788162406265,0.9010173907168861,-0.10578151119804348
2018-01-05,9567,DXCM,13.09749984741211,13.462499618530273,12.952500343322754,13.3149995803833,13.3149995803833,11872400,0.01933011141690333,0.9184341572680111,0.019145658026280217
2018-01-08,9568,DXCM,13.317500114440918,13.9399995803833,13.050000190734863,13.859999656677246,13.859999656677246,8920400,0.04093128753055919,0.956026849837035,0.04011578123968523
2018-01-09,9569,DXCM,13.987500190734863,13.989999771118164,13.005000114440918,13.649999618530273,13.649999618530273,11190000,-0.015151518279136633,0.9415415915463837,-0.015267475306527174
2018-01-10,9570,DXCM,13.744999885559082,14.670000076293945,13.702500343322754,14.649999618530273,14.649999618530273,8355200,0.07326007530743595,1.010518999448155,0.07070081573971854
2018-01-11,9571,DXCM,14.7475004196167,14.795000076293945,14.329999923706055,14.555000305175781,14.555000305175781,4670400,-0.006484594937076427,1.003966193060514,-0.006505711259525198
2018-01-12,9572,DXCM,14.555000305175781,14.555000305175781,13.967499732971191,14.1875,14.1875,4897600,-0.025249075745130578,0.9786169746063788,-0.02557330292304026
2018-01-16,9573,DXCM,14.270000457763672,14.350000381469727,14.017499923706055,14.102499961853027,14.102499961853027,4070800,-0.00599119211608623,0.9727538923034489,-0.00600921131460683
2018-01-17,9574,DXCM,14.102499961853027,14.3100004196167,13.857500076293945,14.079999923706055,14.079999923706055,5052800,-0.001595464506848776,0.9712018979943797,-0.0015967386157224078
2018-01-18,9575,DXCM,14.082500457763672,14.207500457763672,13.8100004196167,14.069999694824219,14.069999694824219,4930400,-0.0007102435323880218,0.9705121081276863,-0.0007104958748157974
2018-01-19,9576,DXCM,14.047499656677246,14.175000190734863,13.90999984741211,14.012499809265137,14.012499809265137,4628800,-0.004086701265546888,0.9665459150671722,-0.004095074649963738
2018-01-22,9577,DXCM,13.907500267028809,13.944999694824219,13.702500343322754,13.774999618530273,13.774999618530273,4833600,-0.016949166384846448,0.9501637675341051,-0.017094447440437116
2018-01-23,9578,DXCM,13.677499771118164,13.984999656677246,13.587499618530273,13.9375,13.9375,4016400,0.011796761231929853,0.9613726226309359,0.011727721874261821
2018-01-24,9579,DXCM,13.979999542236328,14.572500228881836,13.920000076293945,14.4350004196167,14.4350004196167,5090800,0.0356950973716017,0.9956889120061393,0.03507279296395422
2018-01-25,9580,DXCM,14.537500381469727,14.71500015258789,14.357500076293945,14.704999923706055,14.704999923706055,2988400,0.01870450268379864,1.0143127779329868,0.018531724633366956
2018-01-26,9581,DXCM,14.649999618530273,14.65999984741211,14.427499771118164,14.520000457763672,14.520000457763672,4273600,-0.012580718592466233,1.0015519943090692,-0.012660525894585575
2018-01-29,9582,DXCM,14.520000457763672,14.7475004196167,14.357500076293945,14.40999984741211,14.40999984741211,4640000,-0.0075757993721512484,0.9939644373394056,-0.0076046415006703096
2018-01-30,9583,DXCM,14.4375,14.914999961853027,14.287500381469727,14.827500343322754,14.827500343322754,4208800,0.028972970182621127,1.022762539345026,0.02856118846280147
2018-01-31,9584,DXCM,14.824999809265137,14.97249984741211,14.529999732971191,14.550000190734863,14.550000190734863,3370000,-0.018715234946047876,1.0036212981271673,-0.0188925811587775
2018-02-01,9585,DXCM,14.494999885559082,14.667499542236328,14.350000381469727,14.467499732971191,14.467499732971191,2882800,-0.005670134479874855,0.9979306303999196,-0.00568627071771948
2018-02-02,9586,DXCM,14.392499923706055,14.647500038146973,14.21500015258789,14.319999694824219,14.319999694824219,3405200,-0.010195268074608799,0.987756460103129,-0.010247595787365806
