date,id,ticker,open,high,low,close,adj_close,volume,Returns,Normed Return,Log Return
2018-01-02,31385,FTNT,8.751999855041504,8.892000198364258,8.711999893188477,8.869999885559082,8.869999885559082,6443500,0.0,1.0,0.0
2018-01-03,31386,FTNT,8.859999656677246,9.027999877929688,8.833999633789062,9.005999565124512,9.005999565124512,7572500,0.01533254580835397,1.015332545808354,0.015216190172603537
2018-01-04,31387,FTNT,9.022000312805176,9.045999526977539,8.791999816894531,8.800000190734863,8.800000190734863,12654500,-0.02287357143424429,0.9921082642922936,-0.02313923043349475
2018-01-05,31388,FTNT,8.86400032043457,8.907999992370605,8.784000396728516,8.819999694824219,8.819999694824219,7152000,0.00227267086998606,0.9943629998444231,0.0022700922596937223
2018-01-08,31389,FTNT,8.857999801635742,9.008000373840332,8.802000045776367,9.0,9.0,5955000,0.020408198571867153,1.0146561573977657,0.02020274191794866
2018-01-09,31390,FTNT,8.937999725341797,8.968000411987305,8.793999671936035,8.86400032043457,8.86400032043457,6906500,-0.015111075507269978,0.9993236115894117,-0.015226411181182587
2018-01-10,31391,FTNT,8.812000274658203,8.843999862670898,8.696000099182129,8.819999694824219,8.819999694824219,5894500,-0.004963969316304606,0.9943629998444231,-0.004976330736766167
2018-01-11,31392,FTNT,8.817999839782715,8.92199993133545,8.779999732971191,8.85200023651123,8.85200023651123,6355000,0.003628179455129832,0.9979707272513998,0.003621613488927113
2018-01-12,31393,FTNT,8.887999534606934,9.026000022888184,8.859999656677246,8.98799991607666,8.98799991607666,7310000,0.015363722992740136,1.013303273059754,0.015246896078619726
2018-01-16,31394,FTNT,9.005999565124512,9.157999992370605,8.829999923706055,8.868000030517578,8.868000030517578,7371000,-0.013351122238490554,0.9997745371964706,-0.013441049790437847
2018-01-17,31395,FTNT,8.954000473022461,9.053999900817871,8.928000450134277,9.017999649047852,9.017999649047852,5543000,0.0169147065870634,1.016685430146366,0.01677324588666264
2018-01-18,31396,FTNT,8.97599983215332,9.180000305175781,8.970000267028809,9.142000198364258,9.142000198364258,9710000,0.013750338671780549,1.0306651991335434,0.013656660525635047
